fill	x	y	tooltip	key	showSelectedlegendfill	clickSelects	showSelected1
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-3.6 -2.87110214393305	More	-2.87110214393305	-3.6
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-3.6 -2.524465240576	More	-2.524465240576	-3.6
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.0 FP=7 FN=1	-3.6 -1.7250450381836	More	-1.7250450381836	-3.6
#FFFFFF	0.5	0.75	-1.0<thresh<-0.4 FP=6 FN=1	-3.6 -0.712657524285237	More	-0.712657524285237	-3.6
#FFFFFF	0.416666666666667	0.75	-0.4<thresh<0.5 FP=5 FN=1	-3.6 0.0129589463201305	More	0.0129589463201305	-3.6
#FFFFFF	0.166666666666667	0.75	0.5<thresh<1.2 FP=2 FN=1	-3.6 0.808309169895229	More	0.808309169895229	-3.6
#000000	0.0833333333333333	0.75	1.2<thresh<1.6 FP=1 FN=1	-3.6 1.36523715330971	Min	1.36523715330971	-3.6
#FFFFFF	0.0833333333333333	0.5	1.6<thresh<1.9 FP=1 FN=2	-3.6 1.7361675292926	More	1.7361675292926	-3.6
#FFFFFF	0.0833333333333333	0.25	1.9<thresh<3.2 FP=1 FN=3	-3.6 2.55283511716953	More	2.55283511716953	-3.6
#FFFFFF	0	0.25	3.2<thresh<4.9 FP=0 FN=3	-3.6 4.05202555736225	More	4.05202555736225	-3.6
#FFFFFF	0	0	4.9<thresh<Inf FP=0 FN=4	-3.6 Inf	More	Inf	-3.6
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-3.4 -Inf	More	-Inf	-3.4
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-3.4 -3.5987564321254	More	-3.5987564321254	-3.4
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-3.4 -2.87110214393305	More	-2.87110214393305	-3.4
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-3.4 -2.524465240576	More	-2.524465240576	-3.4
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.0 FP=7 FN=1	-3.4 -1.7250450381836	More	-1.7250450381836	-3.4
#FFFFFF	0.5	0.75	-1.0<thresh<-0.6 FP=6 FN=1	-3.4 -0.812657524285237	More	-0.812657524285237	-3.4
#FFFFFF	0.416666666666667	0.75	-0.6<thresh<0.3 FP=5 FN=1	-3.4 -0.187041053679869	More	-0.187041053679869	-3.4
#FFFFFF	0.166666666666667	0.75	0.3<thresh<1.0 FP=2 FN=1	-3.4 0.60830916989523	More	0.60830916989523	-3.4
#000000	0.0833333333333333	0.75	1.0<thresh<1.6 FP=1 FN=1	-3.4 1.26523715330971	Min	1.26523715330971	-3.4
#FFFFFF	0.0833333333333333	0.5	1.6<thresh<1.7 FP=1 FN=2	-3.4 1.6361675292926	More	1.6361675292926	-3.4
#FFFFFF	0.0833333333333333	0.25	1.7<thresh<3.0 FP=1 FN=3	-3.4 2.35283511716953	More	2.35283511716953	-3.4
#FFFFFF	0	0.25	3.0<thresh<4.7 FP=0 FN=3	-3.4 3.85202555736225	More	3.85202555736225	-3.4
#FFFFFF	0	0	4.7<thresh<Inf FP=0 FN=4	-3.4 Inf	More	Inf	-3.4
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-3.2 -Inf	More	-Inf	-3.2
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-3.2 -3.5987564321254	More	-3.5987564321254	-3.2
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-3.2 -2.87110214393305	More	-2.87110214393305	-3.2
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-3.2 -2.524465240576	More	-2.524465240576	-3.2
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.0 FP=7 FN=1	-3.2 -1.7250450381836	More	-1.7250450381836	-3.2
#FFFFFF	0.5	0.75	-1.0<thresh<-0.8 FP=6 FN=1	-3.2 -0.912657524285237	More	-0.912657524285237	-3.2
#FFFFFF	0.416666666666667	0.75	-0.8<thresh<0.1 FP=5 FN=1	-3.2 -0.387041053679869	More	-0.387041053679869	-3.2
#FFFFFF	0.166666666666667	0.75	0.1<thresh<0.8 FP=2 FN=1	-3.2 0.408309169895229	More	0.408309169895229	-3.2
#000000	0.0833333333333333	0.75	0.8<thresh<1.5 FP=1 FN=1	-3.2 1.12562278092917	Min	1.12562278092917	-3.2
#FFFFFF	0.0833333333333333	0.5	1.5<thresh<1.6 FP=1 FN=2	-3.2 1.5361675292926	More	1.5361675292926	-3.2
#FFFFFF	0.0833333333333333	0.25	1.6<thresh<2.8 FP=1 FN=3	-3.2 2.19244948955007	More	2.19244948955007	-3.2
#FFFFFF	0	0.25	2.8<thresh<4.5 FP=0 FN=3	-3.2 3.65202555736225	More	3.65202555736225	-3.2
#FFFFFF	0	0	4.5<thresh<Inf FP=0 FN=4	-3.2 Inf	More	Inf	-3.2
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-3 -Inf	More	-Inf	-3
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-3 -3.5987564321254	More	-3.5987564321254	-3
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-3 -2.87110214393305	More	-2.87110214393305	-3
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-3 -2.524465240576	More	-2.524465240576	-3
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.0 FP=7 FN=1	-3 -1.74839555610227	More	-1.74839555610227	-3
#FFFFFF	0.5	0.75	-1.0<thresh<-1.0 FP=6 FN=1	-3 -1.01265752428524	More	-1.01265752428524	-3
#FFFFFF	0.416666666666667	0.75	-1.0<thresh<-0.1 FP=5 FN=1	-3 -0.563690535761193	More	-0.563690535761193	-3
#FFFFFF	0.166666666666667	0.75	-0.1<thresh<0.6 FP=2 FN=1	-3 0.208309169895229	More	0.208309169895229	-3
#000000	0.0833333333333333	0.75	0.6<thresh<1.3 FP=1 FN=1	-3 0.925622780929171	Min	0.925622780929171	-3
#FFFFFF	0.0833333333333333	0.5	1.3<thresh<1.6 FP=1 FN=2	-3 1.4361675292926	More	1.4361675292926	-3
#FFFFFF	0.0833333333333333	0.25	1.6<thresh<2.6 FP=1 FN=3	-3 2.09244948955007	More	2.09244948955007	-3
#FFFFFF	0	0.25	2.6<thresh<4.3 FP=0 FN=3	-3 3.45202555736225	More	3.45202555736225	-3
#FFFFFF	0	0	4.3<thresh<Inf FP=0 FN=4	-3 Inf	More	Inf	-3
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-2.8 -Inf	More	-Inf	-2.8
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-2.8 -3.5987564321254	More	-3.5987564321254	-2.8
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-2.8 -2.87110214393305	More	-2.87110214393305	-2.8
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-2.8 -2.524465240576	More	-2.524465240576	-2.8
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.2 FP=7 FN=1	-2.8 -1.84839555610227	More	-1.84839555610227	-2.8
#FFFFFF	0.5	0.75	-1.2<thresh<-1.0 FP=6 FN=1	-2.8 -1.11265752428524	More	-1.11265752428524	-2.8
#FFFFFF	0.416666666666667	0.75	-1.0<thresh<-0.3 FP=5 FN=1	-2.8 -0.663690535761193	More	-0.663690535761193	-2.8
#FFFFFF	0.166666666666667	0.75	-0.3<thresh<0.4 FP=2 FN=1	-2.8 0.00830916989522912	More	0.00830916989522912	-2.8
#000000	0.0833333333333333	0.75	0.4<thresh<1.1 FP=1 FN=1	-2.8 0.725622780929171	Min	0.725622780929171	-2.8
#FFFFFF	0.0833333333333333	0.5	1.1<thresh<1.6 FP=1 FN=2	-2.8 1.3361675292926	More	1.3361675292926	-2.8
#FFFFFF	0.0833333333333333	0.25	1.6<thresh<2.4 FP=1 FN=3	-2.8 1.99244948955007	More	1.99244948955007	-2.8
#FFFFFF	0	0.25	2.4<thresh<4.1 FP=0 FN=3	-2.8 3.25202555736225	More	3.25202555736225	-2.8
#FFFFFF	0	0	4.1<thresh<Inf FP=0 FN=4	-2.8 Inf	More	Inf	-2.8
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-2.6 -Inf	More	-Inf	-2.6
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-2.6 -3.5987564321254	More	-3.5987564321254	-2.6
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-2.6 -2.87110214393305	More	-2.87110214393305	-2.6
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-2.6 -2.524465240576	More	-2.524465240576	-2.6
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.4 FP=7 FN=1	-2.6 -1.94839555610227	More	-1.94839555610227	-2.6
#FFFFFF	0.5	0.75	-1.4<thresh<-1.0 FP=6 FN=1	-2.6 -1.21265752428524	More	-1.21265752428524	-2.6
#FFFFFF	0.416666666666667	0.75	-1.0<thresh<-0.5 FP=5 FN=1	-2.6 -0.763690535761193	More	-0.763690535761193	-2.6
#FFFFFF	0.166666666666667	0.75	-0.5<thresh<0.2 FP=2 FN=1	-2.6 -0.191690830104771	More	-0.191690830104771	-2.6
#000000	0.0833333333333333	0.75	0.2<thresh<0.9 FP=1 FN=1	-2.6 0.52562278092917	Min	0.525622780929171	-2.6
#FFFFFF	0.0833333333333333	0.5	0.9<thresh<1.6 FP=1 FN=2	-2.6 1.2361675292926	More	1.2361675292926	-2.6
#FFFFFF	0.0833333333333333	0.25	1.6<thresh<2.2 FP=1 FN=3	-2.6 1.89244948955007	More	1.89244948955007	-2.6
#FFFFFF	0	0.25	2.2<thresh<3.9 FP=0 FN=3	-2.6 3.05202555736225	More	3.05202555736225	-2.6
#FFFFFF	0	0	3.9<thresh<Inf FP=0 FN=4	-2.6 Inf	More	Inf	-2.6
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-2.4 -Inf	More	-Inf	-2.4
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-2.4 -3.5987564321254	More	-3.5987564321254	-2.4
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-2.4 -2.87110214393305	More	-2.87110214393305	-2.4
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-2.4 -2.524465240576	More	-2.524465240576	-2.4
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.6 FP=7 FN=1	-2.4 -2.04839555610227	More	-2.04839555610227	-2.4
#FFFFFF	0.5	0.75	-1.6<thresh<-1.0 FP=6 FN=1	-2.4 -1.31265752428524	More	-1.31265752428524	-2.4
#FFFFFF	0.416666666666667	0.75	-1.0<thresh<-0.7 FP=5 FN=1	-2.4 -0.863690535761193	More	-0.863690535761193	-2.4
#FFFFFF	0.166666666666667	0.75	-0.7<thresh<-0.0 FP=2 FN=1	-2.4 -0.39169083010477	More	-0.39169083010477	-2.4
#000000	0.0833333333333333	0.75	-0.0<thresh<0.7 FP=1 FN=1	-2.4 0.325622780929171	Min	0.325622780929171	-2.4
#FFFFFF	0.0833333333333333	0.5	0.7<thresh<1.6 FP=1 FN=2	-2.4 1.1361675292926	More	1.1361675292926	-2.4
#FFFFFF	0.0833333333333333	0.25	1.6<thresh<2.0 FP=1 FN=3	-2.4 1.79244948955007	More	1.79244948955007	-2.4
#FFFFFF	0	0.25	2.0<thresh<3.7 FP=0 FN=3	-2.4 2.85202555736225	More	2.85202555736225	-2.4
#FFFFFF	0	0	3.7<thresh<Inf FP=0 FN=4	-2.4 Inf	More	Inf	-2.4
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-2.2 -Inf	More	-Inf	-2.2
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-2.2 -3.5987564321254	More	-3.5987564321254	-2.2
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-2.2 -2.87110214393305	More	-2.87110214393305	-2.2
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-2.2 -2.524465240576	More	-2.524465240576	-2.2
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-1.8 FP=7 FN=1	-2.2 -2.14839555610227	More	-2.14839555610227	-2.2
#FFFFFF	0.5	0.75	-1.8<thresh<-1.0 FP=6 FN=1	-2.2 -1.41265752428524	More	-1.41265752428524	-2.2
#FFFFFF	0.416666666666667	0.75	-1.0<thresh<-0.9 FP=5 FN=1	-2.2 -0.963690535761193	More	-0.963690535761193	-2.2
#FFFFFF	0.166666666666667	0.75	-0.9<thresh<-0.2 FP=2 FN=1	-2.2 -0.591690830104771	More	-0.591690830104771	-2.2
#000000	0.0833333333333333	0.75	-0.2<thresh<0.5 FP=1 FN=1	-2.2 0.12562278092917	Min	0.12562278092917	-2.2
#FFFFFF	0.0833333333333333	0.5	0.5<thresh<1.6 FP=1 FN=2	-2.2 1.0361675292926	More	1.0361675292926	-2.2
#FFFFFF	0.0833333333333333	0.25	1.6<thresh<1.8 FP=1 FN=3	-2.2 1.69244948955007	More	1.69244948955007	-2.2
#FFFFFF	0	0.25	1.8<thresh<3.5 FP=0 FN=3	-2.2 2.65202555736225	More	2.65202555736225	-2.2
#FFFFFF	0	0	3.5<thresh<Inf FP=0 FN=4	-2.2 Inf	More	Inf	-2.2
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-2 -Inf	More	-Inf	-2
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-2 -3.5987564321254	More	-3.5987564321254	-2
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-2 -2.87110214393305	More	-2.87110214393305	-2
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-2 -2.524465240576	More	-2.524465240576	-2
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-2.0 FP=7 FN=1	-2 -2.24839555610227	More	-2.24839555610227	-2
#FFFFFF	0.5	0.75	-2.0<thresh<-1.1 FP=6 FN=1	-2 -1.58704105367987	More	-1.58704105367987	-2
#FFFFFF	0.25	0.75	-1.1<thresh<-1.0 FP=3 FN=1	-2 -1.06369053576119	More	-1.06369053576119	-2
#FFFFFF	0.166666666666667	0.75	-1.0<thresh<-0.4 FP=2 FN=1	-2 -0.717307300710138	More	-0.717307300710139	-2
#000000	0.0833333333333333	0.75	-0.4<thresh<0.3 FP=1 FN=1	-2 -0.0743772190708292	Min	-0.0743772190708292	-2
#FFFFFF	0.0833333333333333	0.5	0.3<thresh<1.6 FP=1 FN=2	-2 0.936167529292596	More	0.936167529292596	-2
#FFFFFF	0.0833333333333333	0.25	1.6<thresh<1.6 FP=1 FN=3	-2 1.59244948955007	More	1.59244948955007	-2
#FFFFFF	0	0.25	1.6<thresh<3.3 FP=0 FN=3	-2 2.45202555736225	More	2.45202555736225	-2
#FFFFFF	0	0	3.3<thresh<Inf FP=0 FN=4	-2 Inf	More	Inf	-2
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-1.8 -Inf	More	-Inf	-1.8
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-1.8 -3.5987564321254	More	-3.5987564321254	-1.8
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-1.8 -2.87110214393305	More	-2.87110214393305	-1.8
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-1.8 -2.524465240576	More	-2.524465240576	-1.8
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-2.2 FP=7 FN=1	-1.8 -2.34839555610227	More	-2.34839555610227	-1.8
#FFFFFF	0.5	0.75	-2.2<thresh<-1.3 FP=6 FN=1	-1.8 -1.78704105367987	More	-1.78704105367987	-1.8
#FFFFFF	0.25	0.75	-1.3<thresh<-1.0 FP=3 FN=1	-1.8 -1.16369053576119	More	-1.16369053576119	-1.8
#FFFFFF	0.166666666666667	0.75	-1.0<thresh<-0.6 FP=2 FN=1	-1.8 -0.817307300710138	More	-0.817307300710138	-1.8
#000000	0.0833333333333333	0.75	-0.6<thresh<0.1 FP=1 FN=1	-1.8 -0.274377219070828	Min	-0.274377219070828	-1.8
#FFFFFF	0.0833333333333333	0.5	0.1<thresh<1.4 FP=1 FN=2	-1.8 0.752835117169532	More	0.752835117169532	-1.8
#000000	0	0.5	1.4<thresh<1.6 FP=0 FN=2	-1.8 1.49244948955007	Min	1.49244948955007	-1.8
#FFFFFF	0	0.25	1.6<thresh<3.1 FP=0 FN=3	-1.8 2.33535796948531	More	2.33535796948531	-1.8
#FFFFFF	0	0	3.1<thresh<Inf FP=0 FN=4	-1.8 Inf	More	Inf	-1.8
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-1.6 -Inf	More	-Inf	-1.6
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-1.6 -3.5987564321254	More	-3.5987564321254	-1.6
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-1.6 -2.87110214393305	More	-2.87110214393305	-1.6
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.5 FP=7 FN=0	-1.6 -2.524465240576	More	-2.524465240576	-1.6
#FFFFFF	0.583333333333333	0.75	-2.5<thresh<-2.4 FP=7 FN=1	-1.6 -2.44839555610227	More	-2.44839555610227	-1.6
#FFFFFF	0.5	0.75	-2.4<thresh<-1.5 FP=6 FN=1	-1.6 -1.98704105367987	More	-1.98704105367987	-1.6
#FFFFFF	0.25	0.75	-1.5<thresh<-1.0 FP=3 FN=1	-1.6 -1.26369053576119	More	-1.26369053576119	-1.6
#FFFFFF	0.166666666666667	0.75	-1.0<thresh<-0.8 FP=2 FN=1	-1.6 -0.917307300710139	More	-0.917307300710139	-1.6
#000000	0.0833333333333333	0.75	-0.8<thresh<-0.1 FP=1 FN=1	-1.6 -0.47437721907083	Min	-0.47437721907083	-1.6
#FFFFFF	0.0833333333333333	0.5	-0.1<thresh<1.2 FP=1 FN=2	-1.6 0.552835117169531	More	0.552835117169531	-1.6
#000000	0	0.5	1.2<thresh<1.6 FP=0 FN=2	-1.6 1.39244948955007	Min	1.39244948955007	-1.6
#FFFFFF	0	0.25	1.6<thresh<2.9 FP=0 FN=3	-1.6 2.23535796948531	More	2.23535796948531	-1.6
#FFFFFF	0	0	2.9<thresh<Inf FP=0 FN=4	-1.6 Inf	More	Inf	-1.6
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-1.4 -Inf	More	-Inf	-1.4
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-1.4 -3.5987564321254	More	-3.5987564321254	-1.4
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.6 FP=8 FN=0	-1.4 -2.89503245945932	More	-2.89503245945932	-1.4
#FFFFFF	0.583333333333333	1	-2.6<thresh<-2.6 FP=7 FN=0	-1.4 -2.61207772667764	More	-2.61207772667764	-1.4
#FFFFFF	0.5	1	-2.6<thresh<-2.5 FP=6 FN=0	-1.4 -2.524465240576	More	-2.524465240576	-1.4
#FFFFFF	0.5	0.75	-2.5<thresh<-1.7 FP=6 FN=1	-1.4 -2.09942856757823	More	-2.09942856757823	-1.4
#FFFFFF	0.25	0.75	-1.7<thresh<-1.0 FP=3 FN=1	-1.4 -1.39169083010477	More	-1.39169083010477	-1.4
#FFFFFF	0.166666666666667	0.75	-1.0<thresh<-1.0 FP=2 FN=1	-1.4 -1.01730730071014	More	-1.01730730071014	-1.4
#000000	0.0833333333333333	0.75	-1.0<thresh<-0.3 FP=1 FN=1	-1.4 -0.646376924727251	Min	-0.646376924727251	-1.4
#FFFFFF	0.0833333333333333	0.5	-0.3<thresh<1.0 FP=1 FN=2	-1.4 0.352835117169532	More	0.352835117169532	-1.4
#000000	0	0.5	1.0<thresh<1.6 FP=0 FN=2	-1.4 1.29244948955007	Min	1.29244948955007	-1.4
#FFFFFF	0	0.25	1.6<thresh<2.7 FP=0 FN=3	-1.4 2.13535796948531	More	2.13535796948531	-1.4
#FFFFFF	0	0	2.7<thresh<Inf FP=0 FN=4	-1.4 Inf	More	Inf	-1.4
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-1.2 -Inf	More	-Inf	-1.2
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-1.2 -3.5987564321254	More	-3.5987564321254	-1.2
#FFFFFF	0.666666666666667	1	-3.2<thresh<-2.8 FP=8 FN=0	-1.2 -2.99503245945932	More	-2.99503245945932	-1.2
#FFFFFF	0.583333333333333	1	-2.8<thresh<-2.6 FP=7 FN=0	-1.2 -2.71207772667764	More	-2.71207772667764	-1.2
#FFFFFF	0.5	1	-2.6<thresh<-2.5 FP=6 FN=0	-1.2 -2.524465240576	More	-2.524465240576	-1.2
#FFFFFF	0.5	0.75	-2.5<thresh<-1.9 FP=6 FN=1	-1.2 -2.19942856757823	More	-2.19942856757823	-1.2
#FFFFFF	0.25	0.75	-1.9<thresh<-1.2 FP=3 FN=1	-1.2 -1.59169083010477	More	-1.59169083010477	-1.2
#FFFFFF	0.166666666666667	0.75	-1.2<thresh<-1.0 FP=2 FN=1	-1.2 -1.11730730071014	More	-1.11730730071014	-1.2
#000000	0.0833333333333333	0.75	-1.0<thresh<-0.5 FP=1 FN=1	-1.2 -0.746376924727252	Min	-0.746376924727252	-1.2
#FFFFFF	0.0833333333333333	0.5	-0.5<thresh<0.8 FP=1 FN=2	-1.2 0.152835117169531	More	0.152835117169531	-1.2
#000000	0	0.5	0.8<thresh<1.6 FP=0 FN=2	-1.2 1.19244948955007	Min	1.19244948955007	-1.2
#FFFFFF	0	0.25	1.6<thresh<2.5 FP=0 FN=3	-1.2 2.03535796948531	More	2.03535796948531	-1.2
#FFFFFF	0	0	2.5<thresh<Inf FP=0 FN=4	-1.2 Inf	More	Inf	-1.2
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-1 -Inf	More	-Inf	-1
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-1 -3.5987564321254	More	-3.5987564321254	-1
#FFFFFF	0.666666666666667	1	-3.2<thresh<-3.0 FP=8 FN=0	-1 -3.09503245945932	More	-3.09503245945932	-1
#FFFFFF	0.583333333333333	1	-3.0<thresh<-2.6 FP=7 FN=0	-1 -2.81207772667764	More	-2.81207772667764	-1
#FFFFFF	0.5	1	-2.6<thresh<-2.5 FP=6 FN=0	-1 -2.524465240576	More	-2.524465240576	-1
#FFFFFF	0.5	0.75	-2.5<thresh<-2.1 FP=6 FN=1	-1 -2.29942856757823	More	-2.29942856757823	-1
#FFFFFF	0.25	0.75	-2.1<thresh<-1.4 FP=3 FN=1	-1 -1.79169083010477	More	-1.79169083010477	-1
#FFFFFF	0.166666666666667	0.75	-1.4<thresh<-1.0 FP=2 FN=1	-1 -1.21730730071014	More	-1.21730730071014	-1
#000000	0.0833333333333333	0.75	-1.0<thresh<-0.7 FP=1 FN=1	-1 -0.846376924727251	Min	-0.846376924727252	-1
#FFFFFF	0.0833333333333333	0.5	-0.7<thresh<0.6 FP=1 FN=2	-1 -0.0471648828304687	More	-0.0471648828304687	-1
#000000	0	0.5	0.6<thresh<1.6 FP=0 FN=2	-1 1.09244948955007	Min	1.09244948955007	-1
#FFFFFF	0	0.25	1.6<thresh<2.3 FP=0 FN=3	-1 1.93535796948531	More	1.93535796948531	-1
#FFFFFF	0	0	2.3<thresh<Inf FP=0 FN=4	-1 Inf	More	Inf	-1
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-0.8 -Inf	More	-Inf	-0.8
#FFFFFF	0.75	1	-4.0<thresh<-3.2 FP=9 FN=0	-0.8 -3.63973201486999	More	-3.63973201486999	-0.8
#FFFFFF	0.666666666666667	1	-3.2<thresh<-3.2 FP=8 FN=0	-0.8 -3.19503245945932	More	-3.19503245945932	-0.8
#FFFFFF	0.583333333333333	1	-3.2<thresh<-2.6 FP=7 FN=0	-0.8 -2.87110214393305	More	-2.87110214393305	-0.8
#FFFFFF	0.5	1	-2.6<thresh<-2.5 FP=6 FN=0	-0.8 -2.524465240576	More	-2.524465240576	-0.8
#FFFFFF	0.5	0.75	-2.5<thresh<-2.3 FP=6 FN=1	-0.8 -2.39942856757823	More	-2.39942856757823	-0.8
#FFFFFF	0.25	0.75	-2.3<thresh<-1.6 FP=3 FN=1	-0.8 -1.99169083010477	More	-1.99169083010477	-0.8
#FFFFFF	0.166666666666667	0.75	-1.6<thresh<-1.0 FP=2 FN=1	-0.8 -1.31730730071014	More	-1.31730730071014	-0.8
#000000	0.0833333333333333	0.75	-1.0<thresh<-0.9 FP=1 FN=1	-0.8 -0.946376924727251	Min	-0.946376924727251	-0.8
#FFFFFF	0.0833333333333333	0.5	-0.9<thresh<0.4 FP=1 FN=2	-0.8 -0.247164882830468	More	-0.247164882830468	-0.8
#000000	0	0.5	0.4<thresh<1.6 FP=0 FN=2	-0.8 0.99244948955007	Min	0.99244948955007	-0.8
#FFFFFF	0	0.25	1.6<thresh<2.1 FP=0 FN=3	-0.8 1.83535796948531	More	1.83535796948531	-0.8
#FFFFFF	0	0	2.1<thresh<Inf FP=0 FN=4	-0.8 Inf	More	Inf	-0.8
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-0.6 -Inf	More	-Inf	-0.6
#FFFFFF	0.75	1	-4.0<thresh<-3.4 FP=9 FN=0	-0.6 -3.73973201486999	More	-3.73973201486999	-0.6
#FFFFFF	0.666666666666667	1	-3.4<thresh<-3.2 FP=8 FN=0	-0.6 -3.29503245945932	More	-3.29503245945932	-0.6
#FFFFFF	0.583333333333333	1	-3.2<thresh<-2.6 FP=7 FN=0	-0.6 -2.87110214393305	More	-2.87110214393305	-0.6
#FFFFFF	0.5	1	-2.6<thresh<-2.5 FP=6 FN=0	-0.6 -2.5631107381536	More	-2.5631107381536	-0.6
#FFFFFF	0.25	1	-2.5<thresh<-2.5 FP=3 FN=0	-0.6 -2.49942856757823	More	-2.49942856757823	-0.6
#FFFFFF	0.25	0.75	-2.5<thresh<-1.8 FP=3 FN=1	-0.6 -2.15304533252717	More	-2.15304533252717	-0.6
#FFFFFF	0.166666666666667	0.75	-1.8<thresh<-1.1 FP=2 FN=1	-0.6 -1.47437721907083	More	-1.47437721907083	-0.6
#FFFFFF	0.166666666666667	0.5	-1.1<thresh<-1.0 FP=2 FN=2	-0.6 -1.04637692472725	More	-1.04637692472725	-0.6
#FFFFFF	0.0833333333333333	0.5	-1.0<thresh<0.2 FP=1 FN=2	-0.6 -0.390094964469778	More	-0.390094964469778	-0.6
#000000	0	0.5	0.2<thresh<1.6 FP=0 FN=2	-0.6 0.892449489550069	Min	0.892449489550069	-0.6
#FFFFFF	0	0.25	1.6<thresh<1.9 FP=0 FN=3	-0.6 1.73535796948531	More	1.73535796948531	-0.6
#FFFFFF	0	0	1.9<thresh<Inf FP=0 FN=4	-0.6 Inf	More	Inf	-0.6
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-0.399999999999999 -Inf	More	-Inf	-0.399999999999999
#FFFFFF	0.75	1	-4.0<thresh<-3.6 FP=9 FN=0	-0.399999999999999 -3.83973201486999	More	-3.83973201486999	-0.399999999999999
